"@timestamp","@version","@version.keyword","_id","_ignored","_index","_score","dest_ip","dest_ip.keyword","geoip.as_org","geoip.as_org.keyword","geoip.asn","geoip.city_name","geoip.city_name.keyword","geoip.continent_code","geoip.continent_code.keyword","geoip.country_code2","geoip.country_code2.keyword","Country (geoip.country_code3)","geoip.country_code3.keyword","geoip.country_name","geoip.country_name.keyword","geoip.ip","geoip.latitude","geoip.location","geoip.longitude","geoip.postal_code","geoip.postal_code.keyword","geoip.region_code","geoip.region_code.keyword","geoip.region_name","geoip.region_name.keyword","geoip.timezone","geoip.timezone.keyword","geoip_ext.as_org","geoip_ext.as_org.keyword","geoip_ext.asn","geoip_ext.city_name","geoip_ext.city_name.keyword","geoip_ext.continent_code","geoip_ext.continent_code.keyword","geoip_ext.country_code2","geoip_ext.country_code2.keyword","geoip_ext.country_code3","geoip_ext.country_code3.keyword","geoip_ext.country_name","geoip_ext.country_name.keyword","geoip_ext.ip","geoip_ext.latitude","geoip_ext.location","geoip_ext.longitude","geoip_ext.postal_code","geoip_ext.postal_code.keyword","geoip_ext.region_code","geoip_ext.region_code.keyword","geoip_ext.region_name","geoip_ext.region_name.keyword","geoip_ext.timezone","geoip_ext.timezone.keyword","headers.accept_encoding","headers.accept_encoding.keyword","headers.connection","headers.connection.keyword","headers.content_length","headers.content_length.keyword","headers.content_type","headers.content_type.keyword","headers.http_host","headers.http_host.keyword","headers.http_user_agent","headers.http_user_agent.keyword","headers.http_version","headers.http_version.keyword","headers.request_method","headers.request_method.keyword","headers.request_path","headers.request_path.keyword",host,"host.keyword",message,path,"path.keyword","payload_printable","payload_printable.keyword","src_ip","src_ip.keyword","T-Pot Hostname (t-pot_hostname)","t-pot_hostname.keyword","t-pot_ip_ext","t-pot_ip_ext.keyword","t-pot_ip_int","t-pot_ip_int.keyword",timestamp,"Type (type)","type.keyword"
"Oct 22, 2025 @ 14:03:59.774",1,1,"BViFDZoBgm6fjh-lcSfc","-","logstash-2025.10.22","-","148.226.8.124","148.226.8.124","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.121","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.124","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","gzip,deflate","gzip,deflate",close,close,91103,91103,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.29.0.5","172.29.0.5","{'timestamp': '2025-10-22T20:03:59.774418', 'src_ip': '148.226.8.121', 'payload_printable': '""GET /+CSCOT+/oem-customization?app=AnyConnect&type=oem&platform=..&resource-type=..&name=%2bCSCOE%2b/appstart.js HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /+CSCOT+/oem-customization?app=AnyConnect&type=oem&platform=..&resource-type=..&name=%2bCSCOE%2b/appstart.js HTTP/1.1"" 404 -","""GET /+CSCOT+/oem-customization?app=AnyConnect&type=oem&platform=..&resource-type=..&name=%2bCSCOE%2b/appstart.js HTTP/1.1"" 404 -","148.226.8.121","148.226.8.121","hony-sensor","hony-sensor","148.226.8.124","148.226.8.124","148.226.8.124","148.226.8.124","Oct 22, 2025 @ 14:03:59.774",Ciscoasa,Ciscoasa
"Oct 22, 2025 @ 14:03:59.758",1,1,"BFiFDZoBgm6fjh-lcSfc","-","logstash-2025.10.22","-","148.226.8.124","148.226.8.124","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.121","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.124","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","gzip,deflate","gzip,deflate",close,close,91103,91103,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.29.0.5","172.29.0.5","{'timestamp': '2025-10-22T20:03:59.758480', 'src_ip': '148.226.8.121', 'payload_printable': '""GET /+CSCOT+/translation-table?type=mst&textdomain=%2bCSCOE%2b/appstart.js&default-language&lang=../ HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /+CSCOT+/translation-table?type=mst&textdomain=%2bCSCOE%2b/appstart.js&default-language&lang=../ HTTP/1.1"" 404 -","""GET /+CSCOT+/translation-table?type=mst&textdomain=%2bCSCOE%2b/appstart.js&default-language&lang=../ HTTP/1.1"" 404 -","148.226.8.121","148.226.8.121","hony-sensor","hony-sensor","148.226.8.124","148.226.8.124","148.226.8.124","148.226.8.124","Oct 22, 2025 @ 14:03:59.758",Ciscoasa,Ciscoasa
"Oct 22, 2025 @ 14:03:59.742",1,1,"A1iFDZoBgm6fjh-lcSfc","-","logstash-2025.10.22","-","148.226.8.124","148.226.8.124","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.121","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.124","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","gzip,deflate","gzip,deflate",close,close,91103,91103,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.29.0.5","172.29.0.5","{'timestamp': '2025-10-22T20:03:59.742174', 'src_ip': '148.226.8.121', 'payload_printable': '""GET /+CSCOT+/oem-customization?app=AnyConnect&type=oem&platform=..&resource-type=..&name=%2bCSCOE%2b/common.js HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /+CSCOT+/oem-customization?app=AnyConnect&type=oem&platform=..&resource-type=..&name=%2bCSCOE%2b/common.js HTTP/1.1"" 404 -","""GET /+CSCOT+/oem-customization?app=AnyConnect&type=oem&platform=..&resource-type=..&name=%2bCSCOE%2b/common.js HTTP/1.1"" 404 -","148.226.8.121","148.226.8.121","hony-sensor","hony-sensor","148.226.8.124","148.226.8.124","148.226.8.124","148.226.8.124","Oct 22, 2025 @ 14:03:59.742",Ciscoasa,Ciscoasa
"Oct 22, 2025 @ 14:03:59.728",1,1,"AliFDZoBgm6fjh-lcSfc","-","logstash-2025.10.22","-","148.226.8.124","148.226.8.124","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.121","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.124","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","gzip,deflate","gzip,deflate",close,close,91103,91103,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.29.0.5","172.29.0.5","{'timestamp': '2025-10-22T20:03:59.728167', 'src_ip': '148.226.8.121', 'payload_printable': '""GET /+CSCOT+/translation-table?type=mst&textdomain=%2bCSCOE%2b/common.js&default-language&lang=../ HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /+CSCOT+/translation-table?type=mst&textdomain=%2bCSCOE%2b/common.js&default-language&lang=../ HTTP/1.1"" 404 -","""GET /+CSCOT+/translation-table?type=mst&textdomain=%2bCSCOE%2b/common.js&default-language&lang=../ HTTP/1.1"" 404 -","148.226.8.121","148.226.8.121","hony-sensor","hony-sensor","148.226.8.124","148.226.8.124","148.226.8.124","148.226.8.124","Oct 22, 2025 @ 14:03:59.728",Ciscoasa,Ciscoasa
"Oct 22, 2025 @ 14:03:59.714",1,1,"J1iFDZoBgm6fjh-lcSfd","-","logstash-2025.10.22","-","148.226.8.124","148.226.8.124","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.121","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.124","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","gzip,deflate","gzip,deflate",close,close,91103,91103,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.29.0.5","172.29.0.5","{'timestamp': '2025-10-22T20:03:59.714573', 'src_ip': '148.226.8.121', 'payload_printable': '""GET /+CSCOT+/oem-customization?app=AnyConnect&type=oem&platform=..&resource-type=..&name=%2bCSCOE%2b/commonspawn.js HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /+CSCOT+/oem-customization?app=AnyConnect&type=oem&platform=..&resource-type=..&name=%2bCSCOE%2b/commonspawn.js HTTP/1.1"" 404 -","""GET /+CSCOT+/oem-customization?app=AnyConnect&type=oem&platform=..&resource-type=..&name=%2bCSCOE%2b/commonspawn.js HTTP/1.1"" 404 -","148.226.8.121","148.226.8.121","hony-sensor","hony-sensor","148.226.8.124","148.226.8.124","148.226.8.124","148.226.8.124","Oct 22, 2025 @ 14:03:59.714",Ciscoasa,Ciscoasa
"Oct 22, 2025 @ 14:03:59.699",1,1,"JliFDZoBgm6fjh-lcSfd","-","logstash-2025.10.22","-","148.226.8.124","148.226.8.124","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.121","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.124","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","gzip,deflate","gzip,deflate",close,close,91103,91103,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.29.0.5","172.29.0.5","{'timestamp': '2025-10-22T20:03:59.699966', 'src_ip': '148.226.8.121', 'payload_printable': '""GET /+CSCOT+/translation-table?type=mst&textdomain=%2bCSCOE%2b/commonspawn.js&default-language&lang=../ HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /+CSCOT+/translation-table?type=mst&textdomain=%2bCSCOE%2b/commonspawn.js&default-language&lang=../ HTTP/1.1"" 404 -","""GET /+CSCOT+/translation-table?type=mst&textdomain=%2bCSCOE%2b/commonspawn.js&default-language&lang=../ HTTP/1.1"" 404 -","148.226.8.121","148.226.8.121","hony-sensor","hony-sensor","148.226.8.124","148.226.8.124","148.226.8.124","148.226.8.124","Oct 22, 2025 @ 14:03:59.699",Ciscoasa,Ciscoasa
"Oct 22, 2025 @ 14:03:59.684",1,1,"JViFDZoBgm6fjh-lcSfd","-","logstash-2025.10.22","-","148.226.8.124","148.226.8.124","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.121","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.124","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","gzip,deflate","gzip,deflate",close,close,91103,91103,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.29.0.5","172.29.0.5","{'timestamp': '2025-10-22T20:03:59.684447', 'src_ip': '148.226.8.121', 'payload_printable': '""GET /+CSCOT+/oem-customization?app=AnyConnect&type=oem&platform=..&resource-type=..&name=%2bCSCOE%2b/portal_elements.html HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /+CSCOT+/oem-customization?app=AnyConnect&type=oem&platform=..&resource-type=..&name=%2bCSCOE%2b/portal_elements.html HTTP/1.1"" 404 -","""GET /+CSCOT+/oem-customization?app=AnyConnect&type=oem&platform=..&resource-type=..&name=%2bCSCOE%2b/portal_elements.html HTTP/1.1"" 404 -","148.226.8.121","148.226.8.121","hony-sensor","hony-sensor","148.226.8.124","148.226.8.124","148.226.8.124","148.226.8.124","Oct 22, 2025 @ 14:03:59.684",Ciscoasa,Ciscoasa
"Oct 22, 2025 @ 14:03:59.671",1,1,"JFiFDZoBgm6fjh-lcSfd","-","logstash-2025.10.22","-","148.226.8.124","148.226.8.124","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.121","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.124","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","gzip,deflate","gzip,deflate",close,close,91103,91103,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.29.0.5","172.29.0.5","{'timestamp': '2025-10-22T20:03:59.671621', 'src_ip': '148.226.8.121', 'payload_printable': '""GET /+CSCOT+/translation-table?type=mst&textdomain=%2bCSCOE%2b/portal_elements.html&default-language&lang=../ HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /+CSCOT+/translation-table?type=mst&textdomain=%2bCSCOE%2b/portal_elements.html&default-language&lang=../ HTTP/1.1"" 404 -","""GET /+CSCOT+/translation-table?type=mst&textdomain=%2bCSCOE%2b/portal_elements.html&default-language&lang=../ HTTP/1.1"" 404 -","148.226.8.121","148.226.8.121","hony-sensor","hony-sensor","148.226.8.124","148.226.8.124","148.226.8.124","148.226.8.124","Oct 22, 2025 @ 14:03:59.671",Ciscoasa,Ciscoasa
"Oct 22, 2025 @ 14:03:59.658",1,1,"I1iFDZoBgm6fjh-lcSfd","-","logstash-2025.10.22","-","148.226.8.124","148.226.8.124","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.121","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.124","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","gzip,deflate","gzip,deflate",close,close,91103,91103,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.29.0.5","172.29.0.5","{'timestamp': '2025-10-22T20:03:59.658470', 'src_ip': '148.226.8.121', 'payload_printable': '""GET /+CSCOT+/oem-customization?app=AnyConnect&type=oem&platform=..&resource-type=..&name=%2bCSCOE%2b/custom HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /+CSCOT+/oem-customization?app=AnyConnect&type=oem&platform=..&resource-type=..&name=%2bCSCOE%2b/custom HTTP/1.1"" 404 -","""GET /+CSCOT+/oem-customization?app=AnyConnect&type=oem&platform=..&resource-type=..&name=%2bCSCOE%2b/custom HTTP/1.1"" 404 -","148.226.8.121","148.226.8.121","hony-sensor","hony-sensor","148.226.8.124","148.226.8.124","148.226.8.124","148.226.8.124","Oct 22, 2025 @ 14:03:59.658",Ciscoasa,Ciscoasa
"Oct 22, 2025 @ 14:03:59.643",1,1,"IliFDZoBgm6fjh-lcSfd","-","logstash-2025.10.22","-","148.226.8.124","148.226.8.124","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.121","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.124","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","gzip,deflate","gzip,deflate",close,close,91103,91103,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.29.0.5","172.29.0.5","{'timestamp': '2025-10-22T20:03:59.643447', 'src_ip': '148.226.8.121', 'payload_printable': '""GET /+CSCOT+/translation-table?type=mst&textdomain=%2bCSCOE%2b/custom&default-language&lang=../ HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /+CSCOT+/translation-table?type=mst&textdomain=%2bCSCOE%2b/custom&default-language&lang=../ HTTP/1.1"" 404 -","""GET /+CSCOT+/translation-table?type=mst&textdomain=%2bCSCOE%2b/custom&default-language&lang=../ HTTP/1.1"" 404 -","148.226.8.121","148.226.8.121","hony-sensor","hony-sensor","148.226.8.124","148.226.8.124","148.226.8.124","148.226.8.124","Oct 22, 2025 @ 14:03:59.643",Ciscoasa,Ciscoasa
"Oct 22, 2025 @ 14:03:59.629",1,1,"IViFDZoBgm6fjh-lcSfd","-","logstash-2025.10.22","-","148.226.8.124","148.226.8.124","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.121","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.124","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","gzip,deflate","gzip,deflate",close,close,91103,91103,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.29.0.5","172.29.0.5","{'timestamp': '2025-10-22T20:03:59.629613', 'src_ip': '148.226.8.121', 'payload_printable': '""GET /+CSCOT+/oem-customization?app=AnyConnect&type=oem&platform=..&resource-type=..&name=%2bCSCOE%2b/session_expired HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /+CSCOT+/oem-customization?app=AnyConnect&type=oem&platform=..&resource-type=..&name=%2bCSCOE%2b/session_expired HTTP/1.1"" 404 -","""GET /+CSCOT+/oem-customization?app=AnyConnect&type=oem&platform=..&resource-type=..&name=%2bCSCOE%2b/session_expired HTTP/1.1"" 404 -","148.226.8.121","148.226.8.121","hony-sensor","hony-sensor","148.226.8.124","148.226.8.124","148.226.8.124","148.226.8.124","Oct 22, 2025 @ 14:03:59.629",Ciscoasa,Ciscoasa
"Oct 22, 2025 @ 14:03:59.615",1,1,"IFiFDZoBgm6fjh-lcSfd","-","logstash-2025.10.22","-","148.226.8.124","148.226.8.124","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.121","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.124","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","gzip,deflate","gzip,deflate",close,close,91103,91103,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.29.0.5","172.29.0.5","{'timestamp': '2025-10-22T20:03:59.615461', 'src_ip': '148.226.8.121', 'payload_printable': '""GET /+CSCOT+/translation-table?type=mst&textdomain=%2bCSCOE%2b/session_expired&default-language&lang=../ HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /+CSCOT+/translation-table?type=mst&textdomain=%2bCSCOE%2b/session_expired&default-language&lang=../ HTTP/1.1"" 404 -","""GET /+CSCOT+/translation-table?type=mst&textdomain=%2bCSCOE%2b/session_expired&default-language&lang=../ HTTP/1.1"" 404 -","148.226.8.121","148.226.8.121","hony-sensor","hony-sensor","148.226.8.124","148.226.8.124","148.226.8.124","148.226.8.124","Oct 22, 2025 @ 14:03:59.615",Ciscoasa,Ciscoasa
"Oct 22, 2025 @ 14:03:59.600",1,1,"H1iFDZoBgm6fjh-lcSfd","-","logstash-2025.10.22","-","148.226.8.124","148.226.8.124","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.121","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.124","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","gzip,deflate","gzip,deflate",close,close,91103,91103,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.29.0.5","172.29.0.5","{'timestamp': '2025-10-22T20:03:59.600173', 'src_ip': '148.226.8.121', 'payload_printable': '""GET /+CSCOT+/oem-customization?app=AnyConnect&type=oem&platform=..&resource-type=..&name=%2bCSCOE%2b/preview.html HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /+CSCOT+/oem-customization?app=AnyConnect&type=oem&platform=..&resource-type=..&name=%2bCSCOE%2b/preview.html HTTP/1.1"" 404 -","""GET /+CSCOT+/oem-customization?app=AnyConnect&type=oem&platform=..&resource-type=..&name=%2bCSCOE%2b/preview.html HTTP/1.1"" 404 -","148.226.8.121","148.226.8.121","hony-sensor","hony-sensor","148.226.8.124","148.226.8.124","148.226.8.124","148.226.8.124","Oct 22, 2025 @ 14:03:59.600",Ciscoasa,Ciscoasa
"Oct 22, 2025 @ 14:03:59.586",1,1,"HliFDZoBgm6fjh-lcSfd","-","logstash-2025.10.22","-","148.226.8.124","148.226.8.124","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.121","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.124","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","gzip,deflate","gzip,deflate",close,close,91103,91103,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.29.0.5","172.29.0.5","{'timestamp': '2025-10-22T20:03:59.586659', 'src_ip': '148.226.8.121', 'payload_printable': '""GET /+CSCOT+/translation-table?type=mst&textdomain=%2bCSCOE%2b/preview.html&default-language&lang=../ HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /+CSCOT+/translation-table?type=mst&textdomain=%2bCSCOE%2b/preview.html&default-language&lang=../ HTTP/1.1"" 404 -","""GET /+CSCOT+/translation-table?type=mst&textdomain=%2bCSCOE%2b/preview.html&default-language&lang=../ HTTP/1.1"" 404 -","148.226.8.121","148.226.8.121","hony-sensor","hony-sensor","148.226.8.124","148.226.8.124","148.226.8.124","148.226.8.124","Oct 22, 2025 @ 14:03:59.586",Ciscoasa,Ciscoasa
